is_client_new;is_clientfinalta_active;y;type;region;source;was_closed_at_contact;tenure_days;day;month;campaign;age;credit_amount;credite_active;deposit_active;deposit_amount
0;1;0;ММБ; Краснодар;unknown;0;561.0;3;3;14;36;0;N;Y;0
0;1;0;ММБ; Челябинск;Онлайн;0;592.0;15;3;10;37;0;N;Y;0
0;1;0;ММБ; Ставрополь;Онлайн;0;729.0;21;8;5;33;0;N;Y;0
1;1;0;ММБ; Новосибирск;Другое;0;731.0;21;8;119;43;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Запад""";Онлайн;0;571.0;15;3;4;37;0;N;Y;0
0;1;0;ММБ; Нижний Новгород;Онлайн;0;645.0;29;5;5;44;0;N;Y;0
0;1;0;ММБ; Мытищи;Онлайн;0;719.0;14;8;10;28;0;N;Y;0
0;1;0;ММБ; Краснодар;unknown;0;734.0;4;10;18;31;0;N;Y;0
1;0;0;ММБ; Домодедово;unknown;0;690.0;15;11;1;65;0;N;N;0
1;0;0;ММБ; Новосибирск;Партнер;0;776.0;29;11;4;44;0;N;Y;0
0;1;0;ММБ; Сочи;unknown;0;635.0;18;7;10;32;0;N;Y;0
0;1;0;ММБ; Краснодар;unknown;0;511.0;15;3;19;41;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;unknown;0;558.0;11;4;3;39;0;N;Y;0
0;1;0;ММБ; Оренбург;unknown;0;683.0;14;8;8;38;0;N;Y;0
0;1;0;ММБ; Уфа;unknown;0;542.0;11;4;2;26;0;N;Y;0
0;1;0;ММБ; Саранск;Выездной канал;0;515.0;15;3;2;31;0;N;Y;0
0;0;0;ММБ; Нижний Новгород;unknown;0;527.0;31;3;10;35;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Запад""";unknown;0;498.0;27;2;4;38;0;N;Y;0
0;1;0;ММБ;" Санкт-Петербург Тер-рия ""Юг""";unknown;0;514.0;15;3;8;39;0;N;Y;0
0;1;0;ММБ; Омск;Онлайн;0;660.0;14;8;7;33;0;N;Y;0
0;0;0;ММБ; Челябинск;unknown;0;509.0;15;3;3;33;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Восток""";unknown;0;633.0;18;7;11;35;0;N;Y;0
0;1;1;ММБ; Калуга;Партнер;0;509.0;15;3;261;44;0;N;Y;0
0;0;1;ММБ; Санкт-Петербург;unknown;0;731.0;23;10;35;33;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;Партнер;0;698.0;20;9;8;53;0;N;Y;0
0;1;0;ММБ; Краснодар;unknown;0;627.0;12;7;22;44;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;unknown;0;508.0;15;3;5;51;0;N;Y;0
0;1;0;ММБ; Тюмень;unknown;0;717.0;11;10;5;46;0;N;Y;0
0;1;0;ММБ;Другое;unknown;0;575.0;22;5;16;55;0;N;Y;0
0;1;0;ММБ; Омск;unknown;0;684.0;11;9;11;41;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;unknown;0;610.0;26;6;2;51;0;N;Y;0
1;1;0;ММБ; Сочи;Онлайн;0;655.0;14;8;2;49;0;N;Y;0
0;0;0;ММБ;" Москва Тер-рия ""Запад""";unknown;0;622.0;15;5;2;46;0;N;Y;0
0;1;0;ММБ; Барнаул;unknown;0;713.0;14;8;15;59;0;N;Y;0
0;1;0;ММБ; Екатеринбург;unknown;0;561.0;15;3;7;54;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Центр""";Онлайн;0;553.0;15;3;5;38;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Восток""";Онлайн;0;627.0;12;6;5;32;0;N;Y;0
0;0;0;ММБ; Набережные Челны;Онлайн;0;676.0;18;7;12;32;0;N;Y;0
0;1;0;ММБ; Краснодар;unknown;0;686.0;18;7;11;46;0;N;Y;0
0;1;0;ММБ; Красноярск;Онлайн;0;573.0;11;4;3;37;0;N;Y;0
0;0;0;ММБ; Пермь;unknown;0;584.0;18;4;3;48;0;N;Y;0
0;1;0;ММБ; Краснодар;Партнер;0;549.0;15;3;7;24;0;N;Y;0
0;1;0;ММБ; Рязань;unknown;0;713.0;14;8;2;35;0;N;Y;0
0;1;0;ММБ; Оренбург;unknown;0;686.0;18;7;11;27;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Север""";Онлайн;0;572.0;11;4;5;32;0;N;Y;0
0;1;0;ММБ; Омск;unknown;0;588.0;11;4;9;38;0;N;Y;0
0;0;0;ММБ; Ижевск;unknown;0;298.0;14;8;12;27;0;N;Y;0
0;1;1;ММБ; Пенза;unknown;0;725.0;11;9;279;44;0;N;Y;0
0;1;0;ММБ; Балашиха;unknown;0;629.0;22;5;19;46;34803.81;Y;Y;0
0;1;0;ММБ; Гатчина;unknown;0;509.0;13;2;14;39;0;N;Y;0
0;1;0;ММБ; Хабаровск;unknown;0;543.0;15;3;7;49;0;N;Y;0
0;1;0;ММБ; Магнитогорск;unknown;0;542.0;15;3;8;38;0;N;Y;0
0;1;0;ММБ; Новосибирск;unknown;0;533.0;6;3;9;36;0;N;Y;0
0;1;0;ММБ; Воронеж;unknown;0;509.0;13;2;13;50;0;N;Y;0
1;1;1;ММБ; Санкт-Петербург;Другое;0;660.0;18;7;110;32;0;N;Y;0
0;1;0;ММБ; Набережные Челны;unknown;0;689.0;14;8;9;38;0;N;Y;0
0;0;0;ММБ;" Москва Тер-рия ""Юг""";Онлайн;0;690.0;14;8;3;31;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Юг""";Партнер;0;651.0;6;7;18;38;0;N;Y;0
0;1;0;ММБ; Якутск;unknown;0;706.0;30;8;3;36;0;N;Y;0
0;1;0;ММБ; Комсомольск-на-Амуре;unknown;0;690.0;14;8;14;30;0;N;Y;0
0;1;0;ММБ; Краснодар;unknown;0;530.0;15;3;12;35;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Восток""";Партнер;0;675.0;14;8;11;34;0;N;Y;0
0;1;0;ММБ; Калуга;unknown;0;687.0;14;8;18;52;0;N;Y;0
0;1;0;ММБ; Самара;unknown;0;492.0;1;2;2;60;0;N;Y;0
0;1;0;ММБ; Ангарск;unknown;0;663.0;24;7;4;42;0;N;Y;0
0;0;0;ММБ; Казань;Другое;0;501.0;13;2;6;30;861111.1;Y;N;0
0;1;0;ММБ; Тула;unknown;0;591.0;15;5;5;54;0;N;Y;0
0;1;0;ММБ; Магнитогорск;unknown;0;633.0;26;6;7;37;0;N;Y;0
0;0;1;ММБ; Уфа;unknown;0;555.0;11;4;112;36;0;N;Y;0
0;1;0;ММБ; Уфа;unknown;0;683.0;14;8;6;35;2370555.54;Y;Y;0
0;1;0;ММБ; Барнаул;unknown;0;528.0;15;3;3;40;0;N;Y;0
0;1;0;ММБ; Ставрополь;unknown;0;501.0;13;2;13;33;0;N;Y;0
0;1;0;ММБ;" Санкт-Петербург Тер-рия ""Юг""";Партнер;0;684.0;11;9;1;44;0;N;Y;0
1;1;0;СКБ;Другое;Партнер;0;626.0;26;6;11;36;122777.7;Y;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Север""";unknown;0;491.0;13;2;2;50;0;N;Y;0
0;1;0;ММБ; Самара;unknown;0;531.0;15;3;9;44;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Юг""";unknown;0;679.0;14;8;3;42;0;N;Y;0
0;1;0;ММБ; Самара;unknown;0;501.0;13;2;4;28;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;unknown;0;558.0;11;4;8;48;0;N;Y;0
0;1;0;ММБ; Королев;unknown;0;650.0;18;7;21;42;0;N;Y;0
1;1;0;ММБ;" Москва Тер-рия ""Юг""";unknown;0;677.0;21;8;12;47;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;unknown;0;547.0;31;3;2;42;0;N;Y;0
0;1;0;ММБ; Тольятти;Партнер;0;801.0;18;12;6;37;0;N;Y;0
0;1;0;ММБ; Ижевск;Маркетинговая кампания;0;768.0;15;11;10;36;0;N;Y;0
0;1;0;ММБ;Другое;unknown;0;531.0;15;3;11;26;0;N;Y;0
0;1;0;ММБ;" Санкт-Петербург Тер-рия ""Север""";unknown;0;776.0;15;11;7;50;0;N;Y;0
0;0;0;ММБ; Екатеринбург;Онлайн;0;531.0;15;3;4;38;0;N;Y;0
0;0;0;ММБ;" Москва Тер-рия ""Юг""";Онлайн;0;545.0;11;4;1;28;0;N;Y;0
0;1;0;ММБ; Ижевск;unknown;0;545.0;11;4;2;33;0;N;Y;0
0;1;0;ММБ;" Санкт-Петербург Тер-рия ""Север""";Онлайн;0;545.0;11;4;1;58;0;N;Y;0
0;1;0;ММБ; Омск;unknown;0;670.0;14;8;7;34;0;N;Y;0
0;1;0;ММБ; Ставрополь;unknown;0;470.0;15;3;9;37;0;N;Y;0
0;1;1;ММБ; Мытищи;Онлайн;0;622.0;14;8;152;45;0;N;Y;0
0;1;0;ММБ;Другое;unknown;0;468.0;15;3;6;31;0;N;Y;0
0;0;0;ММБ;Другое;Онлайн;0;470.0;15;3;7;57;0;N;Y;0
0;1;0;ММБ;Другое;Онлайн;0;489.0;11;4;5;37;0;N;Y;0
0;1;0;ММБ; Туапсе;unknown;0;465.0;15;3;12;47;2083333.26;Y;N;0
0;1;0;ММБ;" Москва Тер-рия ""Запад""";unknown;0;617.0;14;8;4;58;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Север""";unknown;0;612.0;14;8;14;55;0;N;Y;0
0;1;0;ММБ; Воронеж;unknown;0;589.0;12;7;22;33;0;N;Y;0
0;1;0;ММБ; Новосибирск;unknown;0;601.0;2;8;9;31;0;N;Y;0
0;1;0;ММБ; Истра;Онлайн;0;622.0;14;8;3;32;0;N;Y;0
1;0;0;ММБ; Всеволожск;Онлайн;0;572.0;12;7;8;53;0;N;Y;0
0;1;1;ММБ; Мытищи;Онлайн;0;459.0;15;3;90;49;0;N;Y;0
0;1;0;ММБ; Томск;unknown;0;474.0;14;8;14;56;0;N;Y;0
0;1;0;ММБ; Краснодар;Выездной канал;0;548.0;12;6;5;37;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;Онлайн;0;611.0;14;8;7;56;0;N;Y;0
0;1;0;ММБ; Калининград;Партнер;0;618.0;23;8;10;37;0;N;Y;0
1;0;0;ММБ;" Москва Тер-рия ""Запад""";Партнер;0;513.0;15;5;7;43;0;N;Y;0
0;1;0;ММБ;Другое;unknown;0;497.0;11;4;7;38;0;N;Y;0
0;1;0;ММБ; Краснодар;unknown;0;501.0;15;3;13;52;0;N;Y;0
0;1;0;ММБ; Владивосток;Партнер;0;527.0;11;4;9;45;0;N;Y;0
0;1;0;ММБ; Ангарск;unknown;0;527.0;11;4;1;53;0;N;Y;0
0;1;0;ММБ; Ставрополь;unknown;0;527.0;11;4;17;58;0;N;Y;0
0;1;0;ММБ; Ростов-на-Дону;unknown;0;589.0;12;6;16;34;0;N;Y;0
0;1;0;ММБ; Тверь;Онлайн;0;653.0;14;8;3;24;0;N;Y;0
0;1;0;ММБ; Ростов-на-Дону;unknown;0;534.0;18;4;10;35;0;N;Y;0
1;1;0;ММБ; Екатеринбург;Онлайн;0;648.0;14;8;2;37;0;N;Y;0
1;1;0;ММБ;" Москва Тер-рия ""Север""";unknown;0;774.0;18;12;7;65;0;N;Y;0
0;1;0;ММБ; Ростов-на-Дону;unknown;0;495.0;15;3;8;61;0;N;Y;0
0;1;0;ММБ; Домодедово;Партнер;0;646.0;14;8;4;33;0;N;Y;0
0;1;0;ММБ; Липецк;unknown;0;500.0;15;3;20;34;0;N;Y;0
0;1;0;ММБ;Другое;unknown;0;645.0;14;8;15;39;0;N;Y;0
0;1;0;ММБ; Чебоксары;unknown;0;645.0;14;8;15;45;0;N;N;0
0;1;0;ММБ; Ростов-на-Дону;unknown;0;652.0;14;8;12;46;0;N;Y;0
0;1;0;ММБ; Новосибирск;unknown;0;654.0;23;8;10;35;0;N;Y;0
0;1;0;ММБ; Альметьевск;unknown;0;771.0;18;12;28;42;0;N;Y;0
0;0;1;ММБ; Санкт-Петербург;unknown;0;515.0;11;4;20;29;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;Партнер;0;513.0;11;4;3;33;0;N;Y;0
0;1;1;ММБ; Белгород;unknown;0;606.0;12;7;54;38;0;N;Y;0
0;1;0;ММБ;Другое;unknown;0;478.0;21;2;3;32;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Запад""";Онлайн;0;466.0;21;2;6;58;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Запад""";Онлайн;0;513.0;18;4;6;33;0;N;Y;0
0;1;1;ММБ; Новосибирск;Онлайн;0;600.0;12;7;364;42;0;N;Y;0
0;1;0;ММБ; Набережные Челны;unknown;0;487.0;15;3;3;33;0;N;Y;0
0;1;0;ММБ; Самара;unknown;0;485.0;15;3;8;35;0;N;Y;0
0;1;0;ММБ; Белгород;unknown;0;568.0;22;5;9;49;0;N;Y;0
0;1;0;ММБ; Волгоград;unknown;0;486.0;15;3;10;62;0;N;Y;0
0;1;0;ММБ;" Санкт-Петербург Тер-рия ""Юг""";Онлайн;0;508.0;11;4;4;40;0;N;Y;0
0;0;0;ММБ;" Москва Тер-рия ""Юг""";Онлайн;0;519.0;18;4;2;51;0;N;Y;0
1;0;0;ММБ; Санкт-Петербург;Онлайн;0;603.0;18;7;4;49;0;N;Y;0
0;1;0;ММБ;" Санкт-Петербург Тер-рия ""Юг""";unknown;0;600.0;19;7;16;47;0;N;Y;0
0;1;0;ММБ; Липецк;Партнер;0;436.0;1;2;11;52;0;N;Y;0
0;1;0;ММБ; Хабаровск;unknown;0;510.0;18;4;13;44;0;N;Y;0
0;1;0;ММБ;Другое;unknown;0;495.0;31;3;8;40;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;Партнер;0;495.0;11;4;3;36;0;N;Y;0
0;1;0;ММБ; Краснодар;unknown;0;640.0;23;8;5;37;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Запад""";unknown;0;717.0;18;10;22;34;0;N;Y;0
0;1;0;ММБ; Воронеж;unknown;0;601.0;18;7;5;45;0;N;Y;0
0;1;0;ММБ; Краснодар;unknown;0;600.0;18;7;3;41;0;N;Y;0
0;1;0;ММБ; Барнаул;unknown;0;626.0;14;8;9;36;0;N;Y;0
0;0;0;ММБ; Барнаул;unknown;0;626.0;14;8;2;55;1146689.54;Y;Y;0
0;1;0;ММБ;Другое;Партнер;0;472.0;15;3;7;25;0;N;Y;0
0;1;0;ММБ; Хабаровск;Партнер;0;451.0;21;2;10;38;0;N;Y;0
0;1;0;ММБ; Самара;unknown;0;532.0;15;5;6;44;0;N;Y;0
0;1;0;ММБ;Другое;unknown;0;624.0;14;8;2;44;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;unknown;0;472.0;15;3;9;40;0;N;Y;0
0;1;1;ММБ; Сочи;unknown;0;456.0;27;2;266;32;0;N;Y;0
0;1;0;ММБ; Липецк;unknown;0;512.0;25;4;8;37;0;N;Y;0
0;0;0;ММБ; Оренбург;unknown;0;624.0;14;8;1;61;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Юг""";Онлайн;0;429.0;1;2;2;61;0;N;Y;0
0;1;0;ММБ; Саратов;unknown;0;624.0;14;8;11;58;0;N;Y;0
0;1;0;ММБ; Краснодар;unknown;0;486.0;31;3;19;42;0;N;Y;0
0;0;0;ММБ;Другое;unknown;0;538.0;22;5;11;54;0;N;Y;0
0;1;0;ММБ; Ставрополь;unknown;0;448.0;21;2;11;39;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Юг""";Партнер;0;354.0;17;1;11;44;0;N;Y;0
1;0;0;ММБ;" Москва Тер-рия ""Восток""";Партнер;0;437.0;11;4;5;40;0;N;Y;0
0;1;0;ММБ; Сочи;Партнер;0;436.0;11;4;2;34;0;N;Y;0
0;1;0;ММБ; Ставрополь;Партнер;0;561.0;14;8;9;44;0;N;Y;0
0;1;0;ММБ; Ижевск;Партнер;0;528.0;12;7;6;22;0;N;Y;0
1;0;0;ММБ; Калуга;Партнер;0;443.0;18;4;6;34;0;N;Y;0
0;1;1;ММБ; Сочи;unknown;0;533.0;18;7;126;54;0;N;Y;0
0;1;0;ММБ; Сочи;unknown;0;533.0;18;7;7;37;221120.72;Y;N;0
0;1;0;ММБ; Калуга;unknown;0;406.0;15;3;11;28;0;N;Y;0
0;1;0;ММБ; Липецк;unknown;0;650.0;15;11;13;34;0;N;Y;0
0;1;0;ММБ; Сочи;unknown;0;527.0;18;7;5;28;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Запад""";unknown;0;405.0;15;3;10;33;0;N;Y;0
0;1;0;ММБ; Челябинск;unknown;0;424.0;31;3;6;32;0;N;Y;0
0;1;0;ММБ; Тюмень;Партнер;0;431.0;11;4;5;56;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Запад""";unknown;0;562.0;21;8;23;31;0;N;Y;0
0;1;0;ММБ; Новосибирск;Онлайн;0;408.0;15;3;8;52;0;N;Y;0
1;1;0;ММБ; Барнаул;Партнер;0;571.0;30;8;14;39;0;N;Y;0
0;1;0;ММБ; Чебоксары;unknown;0;408.0;15;3;11;48;0;N;Y;0
0;1;0;ММБ; Рязань;unknown;0;408.0;15;3;4;36;0;N;Y;0
0;1;0;ММБ; Тула;unknown;0;541.0;2;8;16;30;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;unknown;0;435.0;11;4;17;50;0;N;Y;0
0;1;0;ММБ; Казань;unknown;0;435.0;11;4;7;27;0;N;Y;0
0;1;0;ММБ; Белгород;unknown;0;560.0;14;8;4;41;0;N;Y;0
0;1;0;ММБ;Другое;unknown;0;408.0;15;3;10;34;0;N;Y;0
0;1;0;ММБ; Сочи;unknown;0;476.0;22;5;7;39;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;unknown;0;519.0;2;8;3;34;0;N;Y;0
0;1;0;ММБ; Калуга;unknown;0;398.0;15;3;13;37;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;unknown;0;435.0;11;4;4;51;0;N;Y;0
0;1;0;ММБ;" Санкт-Петербург Тер-рия ""Север""";Партнер;0;432.0;21;2;1;38;0;N;Y;0
0;1;0;ММБ; Хабаровск;unknown;0;613.0;21;8;5;60;0;N;Y;0
0;1;0;ММБ; Новосибирск;unknown;0;606.0;14;8;1;40;0;N;Y;0
0;1;0;ММБ; Тверь;unknown;0;622.0;14;8;2;42;0;N;Y;0
0;1;1;ММБ; Санкт-Петербург;Онлайн;0;560.0;14;8;324;28;0;N;Y;0
1;1;0;ММБ; Уфа;unknown;0;711.0;29;11;5;44;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Север""";Партнер;0;599.0;14;8;2;45;0;N;Y;0
0;1;0;ММБ; Тольятти;unknown;0;497.0;6;5;2;41;0;N;Y;0
0;0;0;ММБ; Владивосток;unknown;0;528.0;29;5;1;29;0;N;Y;0
0;1;0;ММБ; Самара;Онлайн;0;715.0;15;11;4;38;0;N;Y;0
0;0;0;ММБ; Челябинск;unknown;0;453.0;15;3;6;35;0;N;Y;0
0;1;0;ММБ; Белгород;unknown;0;352.0;18;4;275;41;0;N;Y;0
0;1;0;ММБ; Челябинск;Партнер;0;451.0;15;3;9;47;0;N;Y;0
0;0;0;ММБ; Мурманск;unknown;0;604.0;14;8;5;58;0;N;Y;0
0;1;0;ММБ; Комсомольск-на-Амуре;unknown;0;463.0;31;3;14;28;0;N;Y;0
0;1;0;ММБ; Пермь;Партнер;0;555.0;26;6;6;39;0;N;Y;1000000
0;1;0;ММБ; Томск;unknown;0;603.0;14;8;6;43;0;N;Y;0
0;1;0;ММБ; Краснодар;unknown;0;497.0;11;4;8;37;0;N;Y;0
0;1;0;ММБ; Калуга;unknown;0;603.0;14;8;19;41;0;N;Y;0
0;1;0;ММБ; Истра;Партнер;0;485.0;18;4;14;33;0;N;Y;0
0;1;0;ММБ; Ростов-на-Дону;unknown;0;600.0;14;8;8;64;0;N;Y;0
0;1;0;ММБ;" Санкт-Петербург Тер-рия ""Север""";unknown;0;600.0;14;8;4;42;0;N;Y;0
0;1;0;ММБ; Пермь;unknown;0;448.0;15;3;12;51;0;N;Y;0
0;1;0;ММБ;Другое;unknown;0;446.0;15;3;5;41;0;N;Y;0
0;0;0;ММБ;Другое;unknown;0;477.0;18;4;4;46;0;N;Y;0
0;1;0;ММБ;Другое;unknown;0;431.0;27;2;4;38;0;N;Y;0
1;0;0;ММБ;" Москва Тер-рия ""Север""";Онлайн;0;431.0;27;2;11;51;0;N;Y;0
0;1;0;ММБ; Уфа;unknown;0;414.0;13;2;8;40;0;N;Y;0
0;0;0;ММБ; Нижний Новгород;Онлайн;0;473.0;11;4;1;23;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;unknown;0;242.0;16;8;118;46;0;N;Y;0
0;1;0;ММБ; Ростов-на-Дону;unknown;0;507.0;22;5;10;50;0;N;Y;0
0;1;0;ММБ;Другое;Онлайн;0;445.0;15;3;1;37;0;N;Y;0
0;1;0;ММБ; Барнаул;Онлайн;0;585.0;2;8;9;38;0;N;Y;0
0;1;1;ММБ; Новосибирск;unknown;0;544.0;26;6;350;49;0;N;Y;0
0;1;0;ММБ; Хабаровск;unknown;0;444.0;15;3;6;40;2016666.62;Y;Y;0
0;1;0;ММБ; Омск;Партнер;0;560.0;12;7;7;34;0;N;Y;0
0;1;0;ММБ; Екатеринбург;unknown;0;431.0;6;3;9;35;0;N;Y;0
0;1;0;ММБ; Оренбург;Партнер;0;439.0;15;3;5;37;0;N;Y;0
1;1;0;ММБ; Домодедово;unknown;0;558.0;12;7;1;32;0;N;Y;0
0;1;0;ММБ;Другое;Партнер;0;453.0;29;3;8;58;0;N;Y;0
0;1;1;ММБ; Люберцы;unknown;0;369.0;17;1;72;38;237526.51;Y;N;0
0;1;0;ММБ; Ульяновск;Онлайн;0;439.0;15;3;3;48;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Восток""";unknown;0;409.0;13;2;6;38;0;N;Y;0
0;1;0;ММБ;" Санкт-Петербург Тер-рия ""Север""";unknown;0;542.0;26;6;15;37;0;N;Y;0
0;1;0;ММБ; Новокузнецк;Партнер;0;587.0;23;8;11;37;0;N;Y;0
0;1;0;ММБ;Другое;Партнер;0;450.0;18;4;8;31;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;Партнер;0;493.0;22;5;2;43;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Юг""";Партнер;0;424.0;15;3;4;32;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Восток""";unknown;0;613.0;20;9;14;38;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;unknown;0;576.0;14;8;4;33;0;N;Y;0
0;1;0;ММБ; Екатеринбург;Партнер;0;581.0;23;8;15;52;0;N;Y;0
0;1;0;ММБ; Калуга;unknown;0;423.0;15;3;4;38;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Запад""";unknown;0;404.0;15;3;4;26;0;N;Y;0
0;1;0;СКБ;Другое;unknown;0;577.0;23;8;2;47;0;N;Y;0
0;1;1;ММБ; Екатеринбург;unknown;0;547.0;24;7;110;41;0;N;Y;0
0;1;0;ММБ; Краснодар;unknown;0;466.0;11;4;4;40;0;N;Y;0
0;1;0;ММБ; Ростов-на-Дону;unknown;0;450.0;18;4;292;33;0;N;Y;0
0;1;0;ММБ; Пенза;unknown;0;565.0;14;8;13;25;0;N;Y;0
0;1;0;ММБ; Набережные Челны;unknown;0;442.0;18;4;9;59;0;N;Y;0
0;1;0;ММБ;Другое;unknown;0;428.0;31;3;5;44;0;N;Y;0
0;1;0;ММБ;" Санкт-Петербург Тер-рия ""Юг""";unknown;0;412.0;15;3;15;39;0;N;Y;0
0;1;0;ММБ; Тверь;unknown;0;161.0;11;4;7;42;0;N;Y;0
0;1;0;ММБ; Екатеринбург;Онлайн;0;560.0;14;8;4;31;0;N;Y;0
0;1;0;ММБ; Челябинск;unknown;0;362.0;15;3;13;38;0;N;Y;0
0;1;1;ММБ; Самара;unknown;0;450.0;12;6;16;42;0;N;Y;0
0;1;0;ММБ; Екатеринбург;unknown;0;536.0;11;9;8;26;0;N;Y;0
0;1;0;ММБ; Волгоград;unknown;0;357.0;15;3;9;55;0;N;Y;0
0;0;0;ММБ; Екатеринбург;unknown;0;383.0;11;4;7;44;69666.79;Y;N;0
0;1;0;ММБ; Краснодар;unknown;0;481.0;18;7;3;30;0;N;Y;0
0;0;0;ММБ; Краснодар;Выездной канал;0;381.0;11;4;10;39;0;N;Y;0
0;1;0;ММБ; Тверь;unknown;0;507.0;21;8;12;30;0;N;Y;0
0;1;0;ММБ; Пенза;unknown;0;381.0;11;4;18;53;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Юг""";Партнер;0;355.0;15;3;4;40;0;N;Y;0
0;1;0;ММБ; Ставрополь;unknown;0;515.0;23;8;8;52;0;N;Y;0
0;1;0;ММБ; Ростов-на-Дону;Партнер;0;385.0;3;3;7;38;0;N;Y;0
0;1;0;ММБ; Санкт-Петербург;unknown;0;380.0;6;3;10;36;728063.46;Y;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Север""";unknown;0;424.0;31;3;4;51;0;N;Y;0
0;1;0;ММБ; Зеленоград;unknown;0;408.0;15;3;22;44;0;N;Y;0
0;0;0;ММБ; Чебоксары;unknown;0;548.0;2;8;7;41;0;N;Y;0
0;0;1;ММБ; Ижевск;unknown;0;380.0;3;3;63;44;0;N;Y;0
0;1;0;ММБ; Омск;unknown;0;204.0;23;6;3;46;0;N;Y;0
0;1;0;ММБ; Сочи;unknown;0;476.0;22;5;3;55;0;N;Y;0
0;0;0;ММБ; Рязань;unknown;0;560.0;14;8;4;33;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Север""";unknown;0;389.0;15;3;8;35;0;N;Y;0
0;1;0;ММБ; Тюмень;unknown;0;416.0;11;4;9;37;0;N;Y;0
0;0;1;ММБ;" Санкт-Петербург Тер-рия ""Юг""";unknown;0;540.0;14;8;90;53;0;N;Y;0
0;1;0;ММБ; Всеволожск;Онлайн;0;414.0;11;4;11;37;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Восток""";unknown;0;539.0;23;8;6;36;0;N;Y;0
0;1;1;ММБ; Волгоград;unknown;0;372.0;6;3;105;36;1696887.26;Y;N;0
0;1;0;ММБ; Санкт-Петербург;unknown;0;367.0;27;2;9;51;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Юг""";Онлайн;0;417.0;18;4;9;42;0;N;Y;0
0;1;0;ММБ; Краснодар;unknown;0;408.0;11;4;6;51;0;N;Y;0
0;1;0;ММБ; Томск;unknown;0;408.0;11;4;8;38;0;N;Y;0
0;0;0;ММБ;Другое;Онлайн;0;361.0;27;2;11;29;0;N;Y;0
1;0;0;ММБ; Ярославль;Партнер;0;381.0;15;3;6;49;0;N;Y;0
0;1;0;ММБ; Воронеж;unknown;0;413.0;18;4;20;39;0;N;Y;0
0;1;0;ММБ;" Москва Тер-рия ""Север""";unknown;0;443.0;14;8;11;59;0;N;Y;0
0;1;0;ММБ; Липецк;Онлайн;0;404.0;11;4;10;56;0;N;Y;0
0;1;0;ММБ; Ярославль;unknown;0;406.0;11;4;6;34;0;N;Y;0
0;1;0;ММБ; Ставрополь;Партнер;0;363.0;27;2;10;41;0;N;Y;0
0;0;0;ММБ;" Москва Тер-рия ""Север""";Онлайн;0;375.0;15;3;3;30;0;N;Y;0
0;1;0;ММБ;Другое;unknown;0;337.0;1;2;12;50;0;N;Y;0
0;0;0;ММБ; Мытищи;unknown;0;-951.0;23;1;16;62;0;N;Y;0
